Call;QTH;Year;Category;Score;QSOs;WPX;160M;80M;40M;20M;15M;10M;Hours;Club
HG3R;HA;2011;SINGLE-OP HIGH ALL;6888444;2952;1004;23;186;841;1225;498;179;35.9;NO CLUB
B7P;BY;2011;MULTI-TWO;6865380;2986;860;0;89;596;808;1234;259;47.8;NO CLUB
YE1C;YB;2011;MULTI-SINGLE HIGH;6823080;2515;792;3;81;358;608;1189;276;46.0;BEKASI DX CONTEST CLUB
YR1C;YO;2011;MULTI-SINGLE HIGH;6817275;3303;1025;49;130;742;1421;746;215;48.0;RADIOCLUBUL RADU BRATU
OM2VL;OM;2011;SINGLE-OP HIGH ALL;6763416;2936;968;0;200;813;1410;494;19;35.9;NO CLUB
ED8A;EA8;2011;SINGLE-OP HIGH ALL (T);6754856;2291;796;0;36;577;655;902;121;35.1;NO CLUB
NR6O;W6;2011;MULTI-MULTI;6747776;3382;886;124;345;870;1303;605;135;47.8;NORTHERN CALIFORNIA CONTEST CLUB
WC1M;W1;2011;SINGLE-OP HIGH ALL;6601146;2356;907;1;45;957;1218;110;25;35.8;YANKEE CLIPPER CONTEST CLUB
KH7X;KH6;2011;SINGLE-OP HIGH ALL;6599845;2351;707;4;146;693;901;599;8;35.5;NO CLUB
S50A;S5;2011;SINGLE-OP HIGH ALL;6543665;2745;965;0;111;1051;1216;323;44;35.9;SLOVENIA CONTEST CLUB
JR5JAQ;JA5;2011;MULTI-TWO;6493582;2634;883;0;22;631;1016;873;92;45.2;CLUB5
EF5Y;EA;2011;ASSISTED HIGH ALL;6421738;2938;1019;28;193;544;1083;845;245;35.8;NO CLUB
KC3R;W3;2011;SINGLE-OP HIGH ALL;6339496;2723;929;2;108;804;1460;349;0;35.9;NORTH COAST CONTESTERS
PT2CM;PY;2011;MULTI-MULTI;6295017;2217;839;0;111;390;712;743;261;38.3;RIO DX GROUP
NY4A;W4;2011;MULTI-SINGLE HIGH;6290480;2388;940;5;104;818;1068;393;0;42.6;POTOMAC VALLEY RADIO CLUB
LX7I;LX;2011;MULTI-SINGLE HIGH;6262086;3101;986;47;253;608;1618;329;246;47.5;RHEIN RUHR DX ASSOCIATION
T70A;T7;2011;SINGLE-OP HIGH ALL (T);6227775;3120;933;51;300;1028;1247;433;61;35.9;CROATIAN CONTEST CLUB
AA3B;W3;2011;SINGLE-OP HIGH ALL;6201900;2547;900;16;150;922;1072;340;47;35.9;FRANKFORD RADIO CLUB
YL0Y;YL;2011;MULTI-SINGLE HIGH;6193264;3503;968;74;522;911;1140;336;520;47.3;LATVIAN CONTEST CLUB
ER4A;ER;2011;ASSISTED HIGH ALL;6156798;3068;1007;3;175;721;1384;679;106;36.0;UKRAINIAN CONTEST CLUB
OL7D;OK;2011;MULTI-TWO;6144816;3390;939;55;525;903;1174;542;191;47.5;NO CLUB
NX5M;W5;2011;MULTI-MULTI;6085145;3821;913;74;414;857;1254;903;319;47.7;CENTRAL TEXAS DX AND CONTEST CLUB
KC7V;W7;2011;MULTI-TWO;6048767;3178;863;20;297;902;1319;599;41;47.0;ARIZONA OUTLAWS CONTEST CLUB
YW4D;YV;2011;SINGLE-OP HIGH 20M;5903471;2150;931;0;0;0;2150;0;0;28.8;RADIO CLUB VENEZOLANO CARACAS
SN7Q;SP;2011;SINGLE-OP HIGH ALL;5903100;2818;937;46;387;734;1380;271;0;34.8;NO CLUB
RL3A;UA3;2011;SINGLE-OP HIGH ALL;5838623;2895;971;26;329;702;1381;448;9;35.9;NO CLUB
4L8A;4L;2011;SINGLE-OP HIGH 20M;5809104;2323;918;0;0;0;2323;0;0;35.2;NO CLUB
G6PZ;G;2011;SINGLE-OP HIGH ALL;5765266;2626;922;42;284;819;1265;186;30;35.9;NO CLUB
YQ9W;YO;2011;ASSISTED HIGH ALL;5763342;2947;962;52;308;845;1237;398;107;36.0;CS PETROLUL PLOIESTI
S59ABC;S5;2011;ASSISTED HIGH ALL;5738684;2493;931;0;126;881;960;430;96;35.6;SLOVENIA CONTEST CLUB
VE3JM;VE3;2011;SINGLE-OP HIGH ALL;5707260;2134;810;2;56;820;1106;136;14;35.9;CONTEST CLUB ONTARIO
UA5A;UA3;2011;ASSISTED HIGH ALL;5705232;3153;984;75;238;648;1223;677;292;35.6;RUSSIAN CONTEST CLUB
WK5T;W5;2011;SINGLE-OP HIGH ALL;5633212;2792;853;0;233;749;1250;520;40;35.9;NO CLUB
WU3A/1;W1;2011;ASSISTED HIGH ALL;5540945;2181;895;3;58;798;991;288;43;35.9;YANKEE CLIPPER CONTEST CLUB
ES5RR;ES;2011;SINGLE-OP HIGH ALL;5527656;3051;942;77;406;634;1199;289;446;35.7;NO CLUB
RM5A;UA3;2011;MULTI-SINGLE HIGH;5492214;3174;958;63;368;616;1123;629;375;44.9;NO CLUB
DL3YM;DL;2011;SINGLE-OP HIGH ALL;5465772;2555;916;34;287;909;1100;210;15;35.9;RHEIN RUHR DX ASSOCIATION
NY3A;W3;2011;ASSISTED HIGH ALL;5448006;2293;866;0;89;900;1107;197;0;35.8;POTOMAC VALLEY RADIO CLUB
NY6N;W6;2011;MULTI-SINGLE HIGH;5414913;2691;851;5;216;650;1247;546;27;46.8;SOUTHERN CALIFORNIA CONTEST CLUB
AK1W;W1;2011;SINGLE-OP HIGH ALL;5409504;2237;864;3;47;840;956;358;33;23.8;YANKEE CLIPPER CONTEST CLUB
S53MM;S5;2011;SINGLE-OP HIGH ALL;5347625;2685;895;19;259;888;1003;464;52;35.9;BELOKRANJEC CONTEST CLUB
VK4CT;VK;2011;SINGLE-OP HIGH ALL;5341920;1881;718;0;3;709;463;694;12;35.8;VK CONTEST CLUB
DL0CS;DL;2011;MULTI-SINGLE HIGH;5330442;2564;962;54;329;801;1093;210;77;48.0;BAVARIAN CONTEST CLUB
ND2T/6;W6;2011;MULTI-TWO;5264900;2796;815;21;320;739;1176;482;58;45.3;NORTHERN CALIFORNIA CONTEST CLUB
PY1NX;PY;2011;ASSISTED HIGH 15M;5225754;1947;921;0;0;0;0;1947;0;35.0;RIO DX GROUP
EM2G;UR;2011;ASSISTED HIGH ALL;5202596;3021;994;42;224;538;1085;956;176;36.0;BLACK SEA CONTEST CLUB
WH7M;KH6;2011;SINGLE-OP HIGH ALL;5183034;2185;631;2;124;526;891;606;36;35.5;ARIZONA OUTLAWS CONTEST CLUB
TM6X;F;2011;SINGLE-OP HIGH ALL;5144573;2473;893;10;215;625;1222;294;107;34.9;NO CLUB
HK1R;HK;2011;SINGLE-OP HIGH 15M;5133440;2117;832;0;0;0;0;2117;0;34.3;DXARC DX COLOMBIA AMATEUR RADIO CLUB
LN5O;LA;2011;MULTI-TWO;5063744;3200;889;52;364;895;1223;441;225;46.2;LA CONTEST CLUB
NW7R/1;W1;2011;SINGLE-OP HIGH ALL;5059015;2195;845;11;155;792;961;226;50;35.9;YANKEE CLIPPER CONTEST CLUB
RG3K;UA3;2011;SINGLE-OP HIGH ALL;5009445;2915;945;0;268;492;1138;606;411;36.0;RUSSIAN CONTEST CLUB
G5D;G;2011;MULTI-SINGLE HIGH;4997718;2583;946;23;331;541;1428;229;31;47.2;TALL TREES CONTEST GROUP
DM1A;DL;2011;SINGLE-OP HIGH ALL (T);4973469;2543;863;20;378;957;940;192;56;36.0;BAVARIAN CONTEST CLUB
JT5DX;JT;2011;MULTI-SINGLE HIGH;4948818;2337;763;6;53;404;931;820;123;35.9;JT1KAA
5B/US7IDX;5B;2011;ASSISTED LOW ALL;4948784;2125;688;0;120;315;822;660;208;35.9;RUSSIAN CONTEST CLUB
OL7C;OK;2011;MULTI-SINGLE HIGH;4926780;2674;909;88;314;588;922;591;171;47.7;NO CLUB
NK7U;W7;2011;SINGLE-OP HIGH ALL;4893250;2514;851;10;168;640;1260;401;35;35.7;NO CLUB
S52OP;S5;2011;SINGLE-OP HIGH ALL;4876120;2502;877;38;240;810;1113;238;63;36.0;NO CLUB
V26E;V2;2011;ASSISTED LOW ALL;4872526;1732;766;4;71;711;442;489;15;35.6;FRANKFORD RADIO CLUB
3V8SS;3V;2011;SINGLE-OP LOW ALL (T);4861320;2106;680;0;1;317;795;638;355;28.2;NO CLUB
NV2G;W2;2011;SINGLE-OP HIGH ALL;4832406;2298;821;0;164;768;1066;277;23;35.8;ROCHESTER (NY) DX ASSN
VC7M;VE7;2011;MULTI-MULTI;4807700;2536;655;11;308;600;1149;451;17;44.6;ORCA DX AND CONTEST CLUB
OG2B;OH;2011;SINGLE-OP HIGH ALL;4761444;2706;894;26;293;627;1287;249;224;35.8;NO CLUB
R9SA;UA9;2011;ASSISTED HIGH ALL;4735541;1842;779;0;79;321;1074;199;169;34.8;NO CLUB
UA9CTT;UA9;2011;ASSISTED HIGH ALL;4728448;1896;697;31;154;439;927;322;23;34.4;URAL CONTEST GROUP
UA4W;UA4;2011;SINGLE-OP HIGH ALL;4714248;2537;924;39;278;695;1118;280;127;35.8;NO CLUB
DK6XZ;DL;2011;SINGLE-OP HIGH ALL;4675850;2300;850;8;207;908;984;171;22;36.0;BAVARIAN CONTEST CLUB
RT9A;UA9;2011;ASSISTED HIGH ALL;4668895;1796;737;30;180;404;785;304;93;29.0;SOUTH URAL CONTEST CLUB
IO4T;I;2011;ASSISTED LOW ALL;4623804;2233;972;16;133;569;980;411;124;35.8;NO CLUB
OG8X;OH;2011;SINGLE-OP HIGH ALL;4599020;2788;908;36;200;604;1320;356;272;35.9;CONTEST CLUB FINLAND
S50C;S5;2011;SINGLE-OP HIGH ALL (T);4585332;2508;834;55;212;797;968;397;79;35.9;BELOKRANJEC CONTEST CLUB
RN9CM;UA9;2011;ASSISTED HIGH ALL;4560192;1779;696;20;273;427;712;304;43;35.9;URAL CONTEST GROUP
VA2EW;VE2;2011;SINGLE-OP HIGH ALL;4502229;1826;731;8;84;746;810;174;4;34.5;CONTEST GROUP DU QUEBEC
NH2T;KH2;2011;SINGLE-OP HIGH ALL (T);4501739;1961;671;0;2;362;605;836;156;24.5;NO CLUB
VE7SV;VE7;2011;MULTI-SINGLE HIGH;4497530;1911;730;6;233;584;992;96;0;45.9;BRITISH COLUMBIA DX CLUB
VK2IM;VK;2011;SINGLE-OP HIGH ALL;4491828;1753;684;0;0;532;640;433;148;36.0;VK CONTEST CLUB
JH4UYB;JA4;2011;SINGLE-OP HIGH ALL;4485113;1973;787;1;39;398;873;557;105;35.9;NO CLUB
IR2C;I;2011;ASSISTED HIGH ALL;4483340;2063;970;0;192;410;986;374;101;35.9;NO CLUB
ZC4LI;ZC4;2011;SINGLE-OP HIGH 20M (T);4479840;2004;816;0;0;0;2004;0;0;35.9;NO CLUB
MD2C;GD;2011;ASSISTED HIGH ALL (T);4471544;2449;833;31;282;837;1208;84;7;34.0;CHILTERN DX CLUB
NH7A;KH6;2011;SINGLE-OP HIGH ALL;4438984;1977;584;0;150;508;840;471;8;36.0;NORTHERN CALIFORNIA CONTEST CLUB
B1Z;BY;2011;MULTI-TWO;4418469;2510;729;0;14;459;859;951;227;45.8;B1Z CLUB
ZX5J;PY;2011;SINGLE-OP HIGH 15M;4383960;1812;840;0;0;0;0;1812;0;30.9;ARAUCARIA DX GROUP
RG6G;UA6;2011;SINGLE-OP HIGH ALL;4359663;2702;891;56;189;515;1095;620;227;36.0;RUSSIAN CONTEST CLUB
9A1AA;9A;2011;ASSISTED HIGH ALL (T);4348464;2291;876;17;193;623;1064;301;93;35.9;CROATIAN CONTEST CLUB
SZ1A;SV;2011;MULTI-SINGLE HIGH;4333776;2618;904;18;109;403;1211;658;219;46.7;RADIO AMATEUR ASSOCIATION OF WESTERN GREECE
YU1LA;YT;2011;SINGLE-OP HIGH 40M;4262934;1694;806;0;0;1694;0;0;0;35.8;NO CLUB
S51F;S5;2011;SINGLE-OP HIGH ALL;4221840;2270;840;23;195;771;874;278;129;35.8;SLOVENIA CONTEST CLUB
PP5BZ;PY;2011;ASSISTED LOW ALL;4212870;1711;778;0;1;184;617;491;418;35.9;ARAUCARIA DX GROUP
WK1Q;W1;2011;ASSISTED HIGH ALL;4189915;1835;815;0;29;562;882;319;43;35.9;CUZCO CONTEST CLUB
UA0S;UA0;2011;MULTI-SINGLE HIGH;4150248;2040;712;0;3;621;872;533;11;47.7;NO CLUB
SX1L;SV;2011;MULTI-SINGLE HIGH;4129960;2785;892;3;141;394;1331;481;435;45.6;NO CLUB
DL7ON;DL;2011;MULTI-SINGLE HIGH;4105989;2199;907;85;325;594;845;269;81;46.9;BAVARIAN CONTEST CLUB
KT2Z/5;W5;2011;SINGLE-OP HIGH ALL;4086636;2552;764;13;89;773;1072;552;53;35.9;CENTRAL TEXAS DX AND CONTEST CLUB
OH6CT;OH;2011;MULTI-SINGLE HIGH;4040793;2510;927;9;129;496;1439;166;271;45.8;NO CLUB
EF5F;EA;2011;SINGLE-OP HIGH ALL;4037712;2405;854;4;38;389;1087;664;223;36.0;NO CLUB
LY9Y;LY;2011;SINGLE-OP HIGH ALL;4036284;2482;843;83;311;670;926;492;0;35.6;LITHUANIAN CONTEST GROUP
9A04JB;9A;2011;SINGLE-OP HIGH ALL (T);4034099;2305;881;31;171;650;857;487;109;35.8;CROATIAN CONTEST CLUB
LY6A;LY;2011;ASSISTED HIGH ALL;4010742;2545;867;39;387;600;887;240;392;35.9;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
YL2KO;YL;2011;ASSISTED HIGH ALL;3983056;2575;848;46;220;632;839;436;402;35.9;LATVIAN CONTEST CLUB
G5W;G;2011;SINGLE-OP HIGH ALL;3958164;2401;834;0;168;502;1311;239;181;35.9;NO CLUB
RL9AA;UA9;2011;ASSISTED HIGH ALL;3953792;1785;736;1;106;198;858;489;133;32.0;URAL CONTEST GROUP
S50R;S5;2011;ASSISTED HIGH ALL;3950840;1980;860;20;195;502;938;266;59;36.0;SLOVENIA CONTEST CLUB
IR1Y;I;2011;SINGLE-OP LOW ALL;3938781;1921;867;0;32;674;1046;139;30;35.8;NO CLUB
YO9HP;YO;2011;ASSISTED HIGH ALL;3902528;2305;868;63;205;486;656;604;291;35.3;NO CLUB
KX7M/6;W6;2011;MULTI-SINGLE HIGH;3862010;2255;758;3;187;609;1058;355;43;45.3;NORTHERN CALIFORNIA CONTEST CLUB
YT9A;YT;2011;ASSISTED HIGH 20M;3846269;2168;973;0;0;0;2168;0;0;35.6;BOSNIA AND HERZEGOVINA CONTEST CLUB
HK1N;HK;2011;ASSISTED HIGH 40M;3812421;1089;619;0;0;1089;0;0;0;27.0;DXARC DX COLOMBIA AMATEUR RADIO CLUB
CS2C;CT;2011;SINGLE-OP HIGH 15M;3798404;2320;943;0;0;0;0;2320;0;36.0;NO CLUB
HC2SL;HC;2011;SINGLE-OP HIGH 15M;3761856;1718;756;0;0;0;0;1718;0;36.0;NO CLUB
RM2U;UA3;2011;SINGLE-OP HIGH ALL;3761145;2194;855;59;229;470;865;326;245;35.9;NO CLUB
UP4L;UN;2011;SINGLE-OP HIGH ALL;3760470;1603;630;10;173;406;763;159;92;22.2;URAL CONTEST GROUP
VE7GL;VE7;2011;MULTI-SINGLE HIGH;3715440;1677;685;0;136;579;911;50;1;42.5;ORCA DX AND CONTEST CLUB
YT6W;YT;2011;SINGLE-OP LOW ALL;3706561;2199;799;22;254;645;766;402;110;35.8;NO CLUB
S52AW;S5;2011;ASSISTED HIGH 40M;3684478;1552;791;0;0;1552;0;0;0;35.5;SLOVENIA CONTEST CLUB
KG0F;W0;2011;SINGLE-OP HIGH ALL;3664272;2204;776;5;112;541;1179;340;27;36.0;NO CLUB
OH1F;OH;2011;SINGLE-OP HIGH ALL;3662832;2505;822;16;126;629;1183;311;240;35.9;CONTEST CLUB FINLAND
SM6CNN;SM;2011;ASSISTED HIGH ALL;3651900;1981;925;30;346;512;699;230;164;35.8;NO CLUB
UU4JMG;UR;2011;SINGLE-OP LOW ALL;3648316;2384;812;61;290;556;842;381;254;36.0;BLACK SEA CONTEST CLUB
WR3Z;W3;2011;ASSISTED HIGH ALL;3633945;1864;795;0;8;560;975;295;26;35.0;POTOMAC VALLEY RADIO CLUB
LN8W;LA;2011;SINGLE-OP HIGH ALL;3610572;2412;811;67;197;625;1129;384;10;35.6;LA CONTEST CLUB
KU1CW/0;W0;2011;SINGLE-OP HIGH ALL;3581955;2240;785;0;113;590;1135;382;20;35.0;SOCIETY OF MIDWEST CONTESTERS
E73W;E7;2011;SINGLE-OP HIGH 20M;3574032;2132;924;0;0;0;2132;0;0;32.9;BOSNIA AND HERZEGOVINA CONTEST CLUB
YU8A;YT;2011;SINGLE-OP LOW ALL;3565464;2169;798;4;194;714;755;357;145;36.0;NO CLUB
VA2WA;VE2;2011;ASSISTED HIGH ALL (T);3505304;1617;653;11;147;608;711;118;22;35.4;CONTEST GROUP DU QUEBEC
NN4US;W4;2011;SINGLE-OP HIGH ALL;3496424;2130;799;0;144;562;1142;239;43;35.9;TENNESSEE CONTEST GROUP
OM3RRC;OM;2011;MULTI-SINGLE HIGH;3477775;2178;833;124;338;420;723;323;250;45.7;RADIOCLUB MANIN
BY5CD;BY;2011;MULTI-SINGLE HIGH;3475272;2045;712;0;0;396;711;782;156;45.1;NO CLUB
OG0Z;OH0;2011;ASSISTED HIGH ALL;3458308;2562;812;32;314;440;967;324;485;33.4;CONTEST CLUB FINLAND
RT3T;UA3;2011;ASSISTED HIGH ALL;3448600;2187;860;0;171;500;1016;253;247;34.6;RUSSIAN CONTEST CLUB
LY9A;LY;2011;SINGLE-OP LOW ALL;3447815;2294;805;72;292;663;734;331;202;35.9;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
JE1CKA;JA1;2011;MULTI-TWO;3419108;1750;748;0;0;300;888;515;47;40.8;NO CLUB
CN8KD;CN;2011;SINGLE-OP LOW ALL;3410343;1392;639;0;0;407;532;419;34;34.5;NO CLUB
K3ZO;W3;2011;SINGLE-OP HIGH ALL;3409568;1552;752;0;22;552;748;186;44;27.1;POTOMAC VALLEY RADIO CLUB
KT5J;W5;2011;SINGLE-OP HIGH ALL;3399432;2295;719;4;102;669;948;456;116;35.8;CENTRAL TEXAS DX AND CONTEST CLUB
RT9S;UA9;2011;ASSISTED LOW ALL (T);3385266;1497;642;5;87;327;704;255;119;34.4;RUSSIAN CONTEST CLUB
PY1NB;PY;2011;ASSISTED HIGH 40M;3381597;943;619;0;0;943;0;0;0;25.6;RIO DX GROUP
RT4RO;UA4;2011;ASSISTED HIGH ALL (T);3374406;2233;791;60;167;472;1074;403;57;36.0;RUSSIAN CONTEST CLUB
S57AL;S5;2011;SINGLE-OP HIGH 20M;3362515;2001;895;0;0;0;2001;0;0;35.7;SLOVENIA CONTEST CLUB
HG3A;HA;2011;ASSISTED HIGH ALL (T);3298337;2013;811;26;73;650;690;420;154;35.9;NO CLUB
R9DA;UA9;2011;ASSISTED HIGH ALL (T);3284570;1570;695;0;17;223;933;285;112;30.9;URAL CONTEST GROUP
HB9ON;HB;2011;MULTI-TWO;3283656;2122;758;40;346;631;842;176;87;40.3;NO CLUB
9A5MT;9A;2011;ASSISTED HIGH 40M;3272107;1503;751;0;0;1503;0;0;0;35.8;CROATIAN CONTEST CLUB
NK5Q;W5;2011;ASSISTED HIGH ALL;3269332;2157;737;0;6;741;918;472;20;33.3;CENTRAL TEXAS DX AND CONTEST CLUB
S58MU;S5;2011;SINGLE-OP HIGH ALL;3257052;1911;807;18;52;708;644;299;190;35.9;SLOVENIA CONTEST CLUB
XQ1KZ;CE;2011;SINGLE-OP HIGH 15M;3253635;1615;693;0;0;0;0;1615;0;31.0;CE CONTEST GROUP
K4RO;W4;2011;SINGLE-OP HIGH ALL;3253500;2143;750;4;220;568;1134;179;38;35.5;TENNESSEE CONTEST GROUP
RW9JD;UA9;2011;SINGLE-OP LOW ALL;3250324;1549;671;20;56;299;820;320;34;35.9;NO CLUB
OG73X;OH;2011;ASSISTED HIGH ALL;3226125;1988;875;0;156;459;1023;289;61;35.7;NO CLUB
7J1YAJ;JA1;2011;MULTI-TWO;3171960;1832;712;0;16;424;606;705;81;41.9;NO CLUB
EO3Q;UR;2011;ASSISTED HIGH 20M;3153904;1990;944;0;0;0;1990;0;0;35.2;UKRAINIAN CONTEST CLUB
DL0GL;DL;2011;MULTI-SINGLE HIGH;3144990;1957;790;14;264;570;585;356;168;42.5;NO CLUB
PY2SEX;PY;2011;ASSISTED LOW 40M;3103786;866;623;0;0;866;0;0;0;27.8;RIO DX GROUP
W8MJ;W8;2011;ASSISTED HIGH ALL;3075440;1916;740;2;156;661;873;210;14;35.8;MAD RIVER RADIO CLUB
EU1AZ;EU;2011;SINGLE-OP HIGH ALL (T);3022338;2020;759;69;372;547;790;163;79;35.9;BELARUS CONTEST CLUB
VE2XAA;VE2;2011;ASSISTED LOW ALL (T);3001790;1432;638;3;77;542;689;99;22;27.7;CONTEST GROUP DU QUEBEC
NF6A;W6;2011;SINGLE-OP HIGH ALL;2987292;1796;671;0;73;440;804;461;18;35.9;NORTHERN CALIFORNIA CONTEST CLUB
S53F;S5;2011;ASSISTED HIGH 20M;2968038;1824;911;0;0;0;1824;0;0;35.6;BELOKRANJEC CONTEST CLUB
IK0YVV;I;2011;ASSISTED HIGH 20M (T);2965114;1795;883;0;0;0;1795;0;0;35.7;NO CLUB
KW7Y;W7;2011;SINGLE-OP HIGH ALL;2959110;1883;735;7;98;359;1144;271;4;35.9;WESTERN WASHINGTON DX CLUB
A65CA;A6;2011;ASSISTED HIGH ALL (T);2957248;1527;656;0;7;182;583;464;291;23.8;SHAKHAN CONTEST CLUB
DA2MORSE;DL;2011;ASSISTED HIGH ALL;2913543;2103;783;69;306;555;747;255;171;34.7;BAVARIAN CONTEST CLUB
VK3TDX;VK;2011;SINGLE-OP HIGH ALL;2905500;1331;596;0;65;307;166;711;82;29.9;VK CONTEST CLUB
YT0Z;YT;2011;SINGLE-OP HIGH 20M;2894830;1900;859;0;0;0;1900;0;0;36.0;WEST SERBIA CONTEST CLUB
OM3BH;OM;2011;SINGLE-OP LOW ALL;2883429;1896;761;61;215;527;705;269;119;35.1;NO CLUB
LY5W;LY;2011;SINGLE-OP HIGH 40M;2877192;1353;712;0;0;1353;0;0;0;36.0;VYTAUTAS MAGNUS UNIVERSITY RADIO CLUB
ES6Q;ES;2011;ASSISTED LOW ALL;2824877;1999;781;52;250;387;611;388;311;36.0;TARTU CONTEST TEAM
YQ8Q;YO;2011;ASSISTED LOW ALL;2823951;2112;741;23;260;435;891;258;245;35.8;CSTA SUCEAVA
EW2A;EU;2011;ASSISTED HIGH ALL (T);2815890;2024;759;90;329;386;551;298;370;35.9;BELARUS CONTEST CLUB
OM5X;OM;2011;ASSISTED LOW ALL (T);2811600;1816;792;61;160;260;975;301;59;35.9;NO CLUB
JH1EAQ;JA1;2011;SINGLE-OP HIGH ALL;2780136;1423;633;0;75;464;556;293;35;35.0;NO CLUB
RM6F;UA6;2011;SINGLE-OP HIGH ALL (T);2754399;2077;789;4;162;351;905;438;217;36.0;STAVROPOL REGION CONTEST CLUB
UA2F;UA2;2011;SINGLE-OP HIGH 40M;2749968;1395;678;0;0;1395;0;0;0;29.0;UA2 CONTEST CLUB
OL6P;OK;2011;SINGLE-OP LOW ALL;2747750;1828;725;46;267;556;635;228;96;35.7;NO CLUB
RW0CR;UA0;2011;SINGLE-OP HIGH ALL;2737049;1502;679;0;0;383;725;394;0;36.0;NO CLUB
DK3GI;DL;2011;SINGLE-OP HIGH ALL;2728500;1780;750;25;194;513;768;207;73;28.9;BAVARIAN CONTEST CLUB
YO3APJ;YO;2011;ASSISTED HIGH ALL (T);2697218;1805;794;24;174;273;933;242;159;31.6;YO DX CLUB
KM9P/4;W4;2011;SINGLE-OP HIGH ALL;2694514;1812;734;0;0;296;985;530;1;34.6;TENNESSEE CONTEST GROUP
UA3MIF;UA3;2011;ASSISTED HIGH 40M;2691200;1307;725;0;0;1307;0;0;0;35.8;NO CLUB
3G1R;CE;2011;MULTI-SINGLE HIGH;2687904;1418;612;0;0;184;540;559;135;36.7;CE DX GROUP
YT8A;YT;2011;ASSISTED LOW 40M;2687130;1366;730;0;0;1366;0;0;0;35.5;FOX CONTEST CLUB
YL6W;YL;2011;SINGLE-OP HIGH ALL;2667240;1958;717;90;211;556;916;123;62;27.2;LATVIAN CONTEST CLUB
OK2ZI;OK;2011;SINGLE-OP LOW ALL (T);2658306;1841;758;94;239;460;692;223;133;35.9;NO CLUB
K3WW;W3;2011;ASSISTED HIGH ALL;2657972;1234;668;0;30;659;470;58;17;17.5;FRANKFORD RADIO CLUB
DP4X;DL;2011;SINGLE-OP LOW ALL;2614808;1762;742;19;270;423;778;161;111;35.9;BAVARIAN CONTEST CLUB
WS2T/4;W4;2011;SINGLE-OP HIGH ALL (T);2603720;1786;680;9;72;492;764;403;46;35.9;SOUTH EAST CONTEST CLUB
JF1NHD;JA1;2011;SINGLE-OP HIGH ALL;2584704;1444;636;0;28;414;696;254;52;33.5;NO CLUB
NI6T;W6;2011;MULTI-SINGLE HIGH;2573550;1923;665;0;240;497;837;327;22;43.8;NORTHERN CALIFORNIA CONTEST CLUB
UV5U;UR;2011;SINGLE-OP HIGH ALL;2543356;1859;764;76;123;254;983;278;145;33.2;UKRAINIAN CONTEST CLUB
DL2A;DL;2011;MULTI-SINGLE HIGH;2535258;1708;718;60;273;527;596;211;41;44.9;BAVARIAN CONTEST CLUB
JA6LCJ;JA6;2011;SINGLE-OP HIGH ALL;2533496;1451;644;0;20;345;462;504;120;36.0;NO CLUB
EV1R;EU;2011;ASSISTED HIGH ALL (T);2528331;1924;723;37;311;483;616;156;321;36.0;BELARUS CONTEST CLUB
IR4M;I;2011;MULTI-SINGLE HIGH;2502940;1603;734;0;36;280;1027;235;25;22.5;NO CLUB
N2WQ/VE3;VE3;2011;ASSISTED HIGH ALL (T);2496640;1285;640;0;0;411;681;171;22;33.0;CONTEST CLUB ONTARIO
NR5M;W5;2011;SINGLE-OP HIGH 20M;2486866;1684;809;0;0;0;1684;0;0;35.4;CENTRAL TEXAS DX AND CONTEST CLUB
KM7W;W7;2011;SINGLE-OP HIGH ALL;2469600;1734;700;0;54;401;1066;209;4;29.0;NORTHERN ROCKIES DX ASSOCIATION
I2WIJ;I;2011;ASSISTED LOW ALL (T);2465830;1634;755;0;171;391;653;323;96;33.0;ARIMI DX TEAM
OG6N;OH;2011;ASSISTED HIGH ALL;2458638;1766;819;0;44;372;769;381;200;31.5;CONTEST CLUB FINLAND
NS1S/4;W4;2011;ASSISTED HIGH ALL;2430050;1431;655;0;84;559;598;173;17;26.1;SOUTH EAST CONTEST CLUB
SV1ENG;SV;2011;ASSISTED HIGH ALL;2422024;2020;748;0;49;257;926;536;252;34.7;NO CLUB
LZ1BJ;LZ;2011;SINGLE-OP HIGH ALL;2421990;1948;765;0;125;178;877;646;122;33.1;BALKAN CONTEST CLUB
LZ9R;LZ;2011;SINGLE-OP LOW ALL;2415267;1783;711;13;171;492;708;235;164;35.7;NO CLUB
9A6B;9A;2011;ASSISTED LOW ALL (T);2410107;1456;731;0;48;370;609;302;127;31.2;CROATIAN CONTEST CLUB
4Z5TK;4X;2011;ASSISTED HIGH ALL;2383722;1210;594;0;0;288;674;247;1;23.8;NO CLUB
RA9A;UA9;2011;ASSISTED LOW ALL;2382720;1204;584;1;56;262;619;232;34;23.7;SOUTH URAL CONTEST CLUB
IK2HDF;I;2011;ASSISTED LOW ALL;2380362;1499;734;24;100;463;784;64;64;33.9;NO CLUB
CR6K;CT;2011;SINGLE-OP HIGH ALL;2369298;1564;662;0;86;328;741;320;89;15.3;NO CLUB
RD1A;UA1;2011;ASSISTED HIGH ALL;2358542;1707;698;4;371;583;603;132;14;35.8;ALRS ST PETERSBURG
