Call;QTH;Year;Category;Score;QSOs;WPX;160M;80M;40M;20M;15M;10M;Hours;Club
KD0S;W0;2011;MULTI-SINGLE HIGH;980378;812;478;11;162;139;293;175;32;13.6;NO CLUB
M0GVZ;G;2011;SINGLE-OP LOW ALL (R);978510;926;507;11;171;363;231;149;1;33.2;NO CLUB
N1IXF;W1;2011;ASSISTED HIGH ALL;977340;713;455;0;33;36;153;382;109;16.8;YANKEE CLIPPER CONTEST CLUB
N9TGR;W9;2011;SINGLE-OP LOW 15M;975730;777;530;0;0;0;0;777;0;26.9;NO CLUB
DK2AT;DL;2011;ASSISTED HIGH ALL;973700;891;535;45;203;204;196;191;52;25.3;BAVARIAN CONTEST CLUB
E77C;E7;2011;ASSISTED HIGH 80M;973443;843;501;0;843;0;0;0;0;18.5;NO CLUB
YT1A;YT;2011;SINGLE-OP HIGH 20M;973268;1002;596;0;0;0;1002;0;0;19.5;YU1DKL
UR7TZ;UR;2011;SINGLE-OP LOW 40M;972802;758;503;0;0;758;0;0;0;33.0;UKRAINIAN CONTEST CLUB
OH5TS;OH;2011;SINGLE-OP HIGH 20M;971652;926;561;0;0;0;926;0;0;18.6;CONTEST CLUB FINLAND
YL3DR;YL;2011;SINGLE-OP HIGH ALL;971208;823;564;29;75;150;277;253;39;32.4;LATVIAN CONTEST CLUB
KZ7X;W7;2011;SINGLE-OP HIGH 20M (T);968320;1261;544;0;0;0;1261;0;0;25.1;ARIZONA OUTLAWS CONTEST CLUB
M0MCV;G;2011;SINGLE-OP LOW ALL;964911;860;543;0;327;3;363;166;1;34.3;NO CLUB
OG1M;OH;2011;SINGLE-OP HIGH 15M;964910;822;470;0;0;0;0;822;0;20.0;CONTEST CLUB FINLAND
DH1PS;DL;2011;ASSISTED HIGH ALL;964371;755;521;47;118;154;217;153;66;30.0;RHEIN RUHR DX ASSOCIATION
GI7AXB;GI;2011;ASSISTED LOW ALL (T);963889;869;523;1;43;157;308;344;16;25.6;NO CLUB
ON4VDV;ON;2011;ASSISTED LOW ALL (T);962064;755;524;34;58;35;334;241;53;30.3;UBA MCL
PA1TX;PA;2011;SINGLE-OP HIGH ALL (T);961114;841;553;0;4;102;371;306;58;21.8;BAVARIAN CONTEST CLUB
W7PP;W7;2011;ASSISTED HIGH ALL (T);960364;759;487;0;53;63;263;309;71;21.6;NO CLUB
UA6LUQ;UA6;2011;ASSISTED LOW 20M;958850;944;635;0;0;0;944;0;0;35.1;NO CLUB
K0JDD;W0;2011;MULTI-SINGLE HIGH;956920;734;470;0;1;127;272;276;58;19.8;NO CLUB
HA1TNX;HA;2011;SINGLE-OP HIGH ALL (T);956800;720;520;0;320;36;141;175;48;31.3;HA-DX-CLUB
RM0A;UA0;2011;SINGLE-OP HIGH ALL;955778;665;446;0;0;166;444;53;2;8.6;CENTRAL SIBERIA DX CLUB
EA2NN;EA;2011;ASSISTED HIGH ALL (T);953568;914;602;0;15;15;484;337;63;22.1;NO CLUB
OQ7T;ON;2011;SINGLE-OP HIGH 40M;952380;915;468;0;0;915;0;0;0;20.2;NO CLUB
NX9G;W9;2011;ASSISTED HIGH ALL (R);948915;773;495;0;0;126;383;263;1;19.2;NO CLUB
ED4A;EA;2011;ASSISTED HIGH ALL (T);947520;857;560;2;19;69;120;507;140;24.8;NO CLUB
SM7DQV;SM;2011;SINGLE-OP HIGH ALL;945664;802;512;0;108;251;171;238;34;30.9;NO CLUB
WF6C;W6;2011;ASSISTED HIGH ALL (T);944520;767;510;0;43;126;45;544;9;15.0;NORTHERN CALIFORNIA CONTEST CLUB
ED1A;EA;2011;SINGLE-OP HIGH 15M;943248;849;457;0;0;0;0;849;0;22.8;RADIO CLUB HENARES
GZ5Y;GM/s;2011;SINGLE-OP HIGH ALL (T);941215;869;545;32;35;183;320;277;22;28.5;ESHANESS RADIO CLUB
CA3OEV;CE;2011;SINGLE-OP HIGH 10M (T);940730;791;445;0;0;0;0;0;791;15.4;CE CONTEST GROUP
UY2IG;UR;2011;SINGLE-OP LOW ALL;939225;903;525;0;150;168;312;273;0;32.7;NO CLUB
RA0QQ;UA0;2011;SINGLE-OP HIGH 20M;938290;733;505;0;0;0;733;0;0;17.7;ARCK
OL0W;OK;2011;SINGLE-OP HIGH 80M;933863;794;497;0;794;0;0;0;0;16.7;NO CLUB
IK3UNA/1;I;2011;SINGLE-OP HIGH 40M (T);933152;909;482;0;0;909;0;0;0;20.6;NO CLUB
N6JS;W6;2011;SINGLE-OP HIGH ALL;932735;929;505;0;15;53;222;368;271;22.1;NORTHERN CALIFORNIA CONTEST CLUB
VE7XF;VE7;2011;SINGLE-OP HIGH 15M;931095;748;495;0;0;0;0;748;0;22.6;ORCA DX AND CONTEST CLUB
UA9FGJ;UA9;2011;SINGLE-OP HIGH 15M (T);930741;704;483;0;0;0;0;704;0;25.5;NO CLUB
K6XV;W6;2011;MULTI-SINGLE HIGH;929250;777;450;9;66;188;265;232;17;15.2;NORTHERN CALIFORNIA CONTEST CLUB
ZS6QDW;ZS;2011;ASSISTED HIGH 10M;924224;722;448;0;0;0;0;0;722;21.5;NO CLUB
N1BCL;W1;2011;SINGLE-OP HIGH ALL (T);919770;775;465;0;53;97;208;278;139;28.3;NO CLUB
F6DZU;F;2011;SINGLE-OP HIGH ALL;919600;860;550;0;44;20;328;424;44;16.0;LES NOUVELLES DX
FY1FL;FY;2011;SINGLE-OP LOW ALL;916752;728;426;0;0;13;72;132;511;10.9;NO CLUB
OZ7AM;OZ;2011;ASSISTED HIGH 80M;914977;763;497;0;763;0;0;0;0;15.1;NO CLUB
H2E;5B;2011;SINGLE-OP LOW ALL (T);914805;672;435;0;23;63;65;334;187;25.6;NO CLUB
BA1AI;BY;2011;ASSISTED LOW ALL;909792;783;468;0;0;119;107;544;13;35.1;NO CLUB
UA3ABJ;UA3;2011;SINGLE-OP LOW ALL (T);905445;791;513;21;74;292;156;224;24;33.4;NO CLUB
SP4DZT;SP;2011;ASSISTED LOW 20M;903139;974;593;0;0;0;974;0;0;28.1;NO CLUB
SO6V;SP;2011;SINGLE-OP HIGH 80M;900695;837;499;0;837;0;0;0;0;27.8;SP DX CLUB
9A2R;9A;2011;SINGLE-OP HIGH 80M;894870;778;489;0;778;0;0;0;0;21.9;CROATIAN CONTEST CLUB
PU1KGG;PY;2011;ASSISTED LOW 10M;890880;710;464;0;0;0;0;0;710;29.8;RIO DX GROUP
HI3FVA;HI;2011;SINGLE-OP LOW 40M;888914;540;358;0;0;540;0;0;0;21.1;LOMA DEL TORO CONTEST CLUB
YU1UN;YT;2011;ASSISTED HIGH ALL (T);887524;777;506;0;0;140;246;387;4;14.5;WEST SERBIA CONTEST CLUB
DF2DJ;DL;2011;SINGLE-OP HIGH 80M;887314;815;487;0;815;0;0;0;0;20.3;NO CLUB
PV7M;PY;2011;SINGLE-OP LOW ALL;878688;746;452;0;0;0;141;141;464;24.7;FORTALEZA DX GROUP
YW4V;YV;2011;ASSISTED HIGH 10M;878598;825;399;0;0;0;0;0;825;19.5;NO CLUB
OE3JTB;OE;2011;SINGLE-OP LOW ALL (T);875854;725;511;0;97;177;110;244;97;26.2;NO CLUB
IK8UND;I;2011;ASSISTED HIGH ALL (T);875700;952;556;0;41;156;686;57;12;22.1;NO CLUB
ES6Q;ES;2011;ASSISTED LOW 15M;875655;693;549;0;0;0;0;693;0;30.7;TARTU CONTEST TEAM
GT8IOM;GD;2011;MULTI-SINGLE HIGH;873675;845;495;15;125;119;295;279;12;36.4;NO CLUB
CR2T;CU;2011;SINGLE-OP HIGH 10M;866500;940;500;0;0;0;0;0;940;24.6;NO CLUB
VA3WU;VE3;2011;SINGLE-OP LOW ALL;866244;646;444;19;23;62;316;226;0;15.5;NO CLUB
PY7ZBK;PY;2011;SINGLE-OP HIGH 10M;864192;701;448;0;0;0;0;0;701;16.0;NO CLUB
RT2T;UA3;2011;ASSISTED HIGH ALL;862722;886;574;0;0;0;449;426;11;23.9;RUSSIAN CONTEST CLUB
YR8D;YO;2011;MULTI-SINGLE HIGH;859313;785;497;0;232;71;303;155;24;23.9;DORNA DX GRUP
IQ3GO;I;2011;MULTI-SINGLE HIGH;859066;778;494;47;181;401;55;88;6;17.8;NO CLUB
DK0A;DL;2011;ASSISTED HIGH ALL (T);858276;730;486;29;119;169;164;192;57;18.4;NO CLUB
YT9A;YT;2011;ASSISTED HIGH ALL;857440;597;466;0;432;0;0;82;83;11.4;BOSNIA AND HERZEGOVINA CONTEST CLUB
N2MUN;W2;2011;ASSISTED HIGH ALL (T);853244;717;434;0;21;110;197;337;52;26.9;ORDER OF BOILED OWLS OF NEW YORK
IR2C;I;2011;ASSISTED HIGH 20M;852120;767;526;0;0;0;767;0;0;14.7;NO CLUB
DL2OBO;DL;2011;ASSISTED HIGH ALL;850527;684;459;0;49;291;194;132;18;10.4;RHEIN RUHR DX ASSOCIATION
RZ8U;UA9;2011;SINGLE-OP LOW 15M;846384;736;462;0;0;0;0;736;0;17.6;NOVOKUZNETSK RADIO CLUB
N1SV;W1;2011;SINGLE-OP HIGH ALL;845616;777;446;0;51;192;245;289;0;8.6;NASHOBA VALLEY ARC
K0EA;W0;2011;SINGLE-OP HIGH ALL;844944;729;464;0;75;22;367;249;16;20.9;MINNESOTA WIRELESS ASSN
HC1JQ;HC;2011;SINGLE-OP LOW 20M;843465;673;435;0;0;0;673;0;0;9.2;NO CLUB
OI6X;OH;2011;SINGLE-OP HIGH 15M (T);842002;783;439;0;0;0;0;783;0;26.8;CONTEST CLUB FINLAND
W9EXY;W9;2011;ASSISTED HIGH 20M;838380;767;534;0;0;0;767;0;0;33.3;NO CLUB
LT5X;LU;2011;MULTI-SINGLE HIGH;837200;727;460;0;0;0;233;158;336;24.9;LU CONTEST GROUP
YL1XN;YL;2011;MULTI-SINGLE HIGH;836022;873;478;1;230;337;189;106;10;27.9;LATVIAN CONTEST CLUB
DL6EZ;DL;2011;ASSISTED HIGH ALL;835328;751;502;0;121;253;180;180;17;17.8;BAVARIAN CONTEST CLUB
BV1OO;BV;2011;MULTI-MULTI;833000;1108;392;0;49;138;328;442;151;26.2;NO CLUB
EY8MM;EY;2011;ASSISTED HIGH ALL;829739;670;443;0;0;0;228;341;101;7.7;NO CLUB
OD5WPX;OD;2011;SINGLE-OP LOW ALL;829143;698;369;10;38;14;1;340;295;6.1;RADIO AMATEURS OF LEBANON
5N7M;5N;2011;SINGLE-OP HIGH ALL;828672;649;416;0;24;12;1;220;392;20.8;NO CLUB
DP4M;DL;2011;SINGLE-OP LOW ALL (T);827040;839;480;0;242;346;136;100;15;30.2;RHEIN RUHR DX ASSOCIATION
VE1ZD;VE1;2011;ASSISTED LOW ALL;826256;653;452;4;3;30;288;279;49;24.4;MARITIME CONTEST CLUB
WV2ZOW;W2;2011;MULTI-SINGLE HIGH;819227;721;409;8;44;117;160;281;111;27.7;NO CLUB
OZ2PBS;OZ;2011;ASSISTED HIGH ALL;812520;733;488;8;34;259;220;159;53;23.7;NO CLUB
P43E;P4;2011;SINGLE-OP LOW 20M;811308;725;388;0;0;0;725;0;0;25.9;NO CLUB
UT5ERV;UR;2011;ASSISTED HIGH ALL;808561;795;481;57;127;222;199;166;24;36.0;NO CLUB
UT6EE;UR;2011;SINGLE-OP HIGH ALL;799515;739;489;0;105;153;251;191;39;34.1;DNEPR CONTEST GROUP
YT1T;YT;2011;ASSISTED HIGH 15M;799119;704;459;0;0;0;0;704;0;26.7;NO CLUB
RA3NC;UA3;2011;SINGLE-OP HIGH ALL;794244;805;484;30;126;160;288;198;3;24.9;NO CLUB
OH3JP;OH;2011;ASSISTED LOW ALL (T);787572;702;501;16;75;140;223;247;1;33.4;NO CLUB
VE7BC;VE7;2011;SINGLE-OP LOW ALL;787270;670;421;0;20;107;236;257;50;32.6;BRITISH COLUMBIA DX CLUB
DK5TX;DL;2011;SINGLE-OP HIGH ALL (T);784557;729;487;80;164;186;118;123;58;17.9;BAVARIAN CONTEST CLUB
NK3Y;W3;2011;ASSISTED LOW ALL;783666;684;442;0;43;64;257;245;75;35.9;FRANKFORD RADIO CLUB
RK4HYT;UA4;2011;MULTI-SINGLE HIGH;783522;848;474;82;147;167;221;217;14;29.0;SAMARA RADIO CLUB
RN9N;UA9;2011;SINGLE-OP HIGH 40M;780039;436;339;0;0;436;0;0;0;24.8;OMSK RADIO CLUB
VA3UG;VE3;2011;ASSISTED LOW ALL;777692;663;398;0;45;111;195;279;33;29.8;CONTEST CLUB ONTARIO
TG9AXF;TG;2011;SINGLE-OP LOW 20M;775280;721;440;0;0;0;721;0;0;18.0;NO CLUB
OH0YY;OH0;2011;SINGLE-OP HIGH 20M;772750;1010;562;0;0;0;1010;0;0;24.4;CONTEST CLUB FINLAND
IW4EGX;I;2011;ASSISTED LOW ALL (T);772146;727;474;0;116;220;149;200;42;28.2;NO CLUB
KB3LIX;W3;2011;SINGLE-OP LOW ALL (T);771676;667;412;0;69;161;182;192;63;35.5;ALLEGHENY VALLEY RADIO ASSOCIATION
LZ2FQ;LZ;2011;SINGLE-OP LOW ALL;768725;803;485;0;112;140;326;190;35;34.2;NO CLUB
KA2D;W2;2011;ASSISTED LOW ALL (T);768012;613;446;0;27;96;203;233;54;19.3;ORDER OF BOILED OWLS OF NEW YORK
WA5ZUP;W5;2011;SINGLE-OP HIGH 15M;767520;799;480;0;0;0;0;799;0;20.3;NO CLUB
JT1BV;JT;2011;ASSISTED LOW ALL;766976;649;448;0;25;25;230;347;22;11.9;NO CLUB
UA0AYA;UA0;2011;MULTI-SINGLE HIGH;763860;641;435;0;0;0;203;433;5;8.5;ARCK
UX0RR;UR;2011;SINGLE-OP HIGH ALL (T);761607;742;471;0;81;201;230;228;2;32.5;NO CLUB
EI5GSB;EI;2011;SINGLE-OP LOW ALL (T);759528;771;462;0;85;164;254;263;5;33.0;NO CLUB
R9FR;UA9;2011;SINGLE-OP LOW ALL;758340;594;396;21;47;78;247;196;5;27.1;PKFRS
YR1C;YO;2011;MULTI-SINGLE HIGH;757304;807;523;0;0;102;376;329;0;11.3;RADIOCLUBUL RADU BRATU
KD3HN;W3;2011;SINGLE-OP LOW ALL;756903;661;399;5;53;172;158;202;71;34.9;HILLTOP TRANSMITTING ASSN
JA2VHO;JA2;2011;SINGLE-OP HIGH ALL;755172;630;396;0;0;117;105;401;7;25.4;NO CLUB
DL5AXX;DL;2011;SINGLE-OP HIGH ALL;753304;600;493;101;102;60;83;198;56;16.0;RHEIN RUHR DX ASSOCIATION
YV8AD;YV;2011;ASSISTED LOW ALL;753168;598;408;0;0;79;79;278;162;14.5;RADIO CLUB VENEZOLANO
EW7BR;EU;2011;ASSISTED HIGH ALL;749982;755;478;0;84;308;197;166;0;31.0;BELARUS CONTEST CLUB
PD3MDM;PA;2011;SINGLE-OP LOW ALL;749700;768;490;0;0;465;303;0;0;12.0;BAVARIAN CONTEST CLUB
VY1EI;VE8;2011;SINGLE-OP HIGH 15M (T);749480;850;410;0;0;0;0;850;0;23.5;NO CLUB
ND0C;W0;2011;SINGLE-OP QRP ALL (T);748572;728;428;0;64;88;208;281;87;31.5;MINNESOTA WIRELESS ASSN
FM5FJ;FM;2011;SINGLE-OP LOW 20M;748134;594;467;0;0;0;594;0;0;25.1;NO CLUB
K0CF;W0;2011;ASSISTED HIGH ALL (T);748000;637;400;0;0;57;240;273;67;24.4;EASTERN IOWA DX ASSN
K9MWM/0;W0;2011;SINGLE-OP HIGH ALL;745731;803;441;0;77;324;238;122;42;33.6;GRAND MESA CONTESTERS OF COLORADO
DL6NDW;DL;2011;SINGLE-OP LOW ALL (T);744668;786;466;18;176;338;112;115;27;30.5;BAVARIAN CONTEST CLUB
LU4DJB;LU;2011;SINGLE-OP HIGH 10M;743906;633;431;0;0;0;0;0;633;18.7;LU CONTEST GROUP
JA5FBZ;JA5;2011;SINGLE-OP HIGH 15M;742349;627;439;0;0;0;0;627;0;16.4;NO CLUB
RM8W;UA9;2011;ASSISTED HIGH ALL;741200;587;436;5;0;49;240;282;11;13.8;RUSSIAN CONTEST CLUB
VE2AWR;VE2;2011;SINGLE-OP LOW ALL;740405;627;373;6;15;129;211;244;22;27.6;NO CLUB
OK1KOB;OK;2011;MULTI-MULTI;739908;767;468;59;245;204;181;73;5;25.9;NO CLUB
KZ5MM;W5;2011;SINGLE-OP HIGH 10M;737352;820;396;0;0;0;0;0;820;26.6;TEXAS DX SOCIETY
LY6A;LY;2011;SINGLE-OP LOW ALL;736715;752;485;41;116;163;261;163;8;16.8;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
IR8W;I;2011;MULTI-TWO;736009;751;491;27;79;150;178;247;70;22.3;NO CLUB
N5DO;W5;2011;SINGLE-OP LOW 15M;735072;717;494;0;0;0;0;717;0;17.9;CENTRAL TEXAS DX AND CONTEST CLUB
DL6RAI;DL;2011;SINGLE-OP HIGH ALL;732928;666;448;0;111;16;127;271;141;8.6;BAVARIAN CONTEST CLUB
KZ5J;W5;2011;SINGLE-OP HIGH 15M (T);730862;770;478;0;0;0;0;770;0;23.9;NO CLUB
C4W;5B;2011;SINGLE-OP HIGH 10M;730560;793;320;0;0;0;0;0;793;15.1;NICOSIA CONTEST GROUP
NN3V/6;W6;2011;SINGLE-OP LOW ALL;729504;729;447;0;0;64;283;340;42;26.2;NO CLUB
DK6CQ;DL;2011;ASSISTED HIGH ALL;728160;662;480;42;128;156;80;204;52;25.6;BAVARIAN CONTEST CLUB
RQ5D;UA3;2011;SINGLE-OP HIGH ALL;727888;822;536;0;0;0;635;183;4;19.8;DOMODEDOVO
OZ4NA;OZ;2011;SINGLE-OP LOW ALL;726028;735;466;68;154;207;171;112;23;31.6;NO CLUB
RK9CZO;UA9;2011;ASSISTED HIGH 40M;726002;422;326;0;0;422;0;0;0;18.9;RUSSIAN CONTEST CLUB
YL7A;YL;2011;ASSISTED HIGH ALL;725464;695;472;0;138;249;189;117;2;12.2;LATVIAN CONTEST CLUB
HZ1PS;HZ;2011;SINGLE-OP LOW ALL (T);723384;616;394;0;0;6;19;237;354;13.2;NO CLUB
OK2SAR;OK;2011;SINGLE-OP HIGH ALL;722680;762;445;98;158;384;87;35;0;24.2;NO CLUB
FO8RZ;FO;2011;ASSISTED HIGH ALL;722296;682;376;0;0;0;199;354;129;6.6;NO CLUB
AB5K;W5;2011;MULTI-MULTI;714492;996;446;5;2;253;513;160;63;11.8;CENTRAL TEXAS DX AND CONTEST CLUB
W2LK;W2;2011;ASSISTED HIGH ALL;713988;598;396;0;23;63;186;263;63;13.7;HUDSON VALLEY CONTESTERS AND DXERS
UR5ETN;UR;2011;SINGLE-OP LOW ALL;713680;738;440;112;187;159;129;127;24;36.0;NO CLUB
KC0MO;W0;2011;SINGLE-OP HIGH ALL;713496;699;411;7;53;186;200;234;19;27.5;KANSAS CITY CONTEST CLUB
EM0K;UR;2011;ASSISTED HIGH 15M;712140;655;429;0;0;0;0;655;0;10.4;UKRAINIAN CONTEST CLUB
A71BX;A7;2011;SINGLE-OP HIGH 15M;712011;654;391;0;0;0;0;654;0;6.7;A71A
UZ5U;UR;2011;ASSISTED LOW ALL;710028;698;489;0;30;118;405;128;17;24.9;NO CLUB
UA0IBX;UA0;2011;SINGLE-OP HIGH ALL;709650;633;415;0;30;34;194;375;0;26.6;NO CLUB
PI4N;PA;2011;SINGLE-OP LOW ALL;709079;738;499;0;37;205;365;119;12;21.3;NO CLUB
W2OX/4;W4;2011;SINGLE-OP HIGH ALL;706258;681;427;0;41;56;234;320;30;19.1;FRANKFORD RADIO CLUB
LZ5K;LZ;2011;SINGLE-OP HIGH 20M;706008;883;552;0;0;0;883;0;0;33.9;NO CLUB
YU7ZEX;YT;2011;SINGLE-OP LOW 20M;704600;871;542;0;0;0;871;0;0;32.0;NO CLUB
K9MMS;W9;2011;ASSISTED HIGH ALL;702048;610;412;0;20;50;210;282;48;18.1;NO CLUB
UA1CUR;UA1;2011;SINGLE-OP LOW ALL (T);701155;739;455;21;90;181;300;145;2;32.8;ALRS ST PETERSBURG
VA7FC;VE7;2011;ASSISTED HIGH ALL (T);698880;757;384;2;24;46;201;378;106;11.2;ORCA DX AND CONTEST CLUB
NW2K;W2;2011;SINGLE-OP LOW ALL (T);696784;723;428;0;32;178;220;262;31;30.5;ROCHESTER (NY) DX ASSN
YC1LA;YB;2011;SINGLE-OP HIGH 15M;694190;627;422;0;0;0;0;627;0;19.4;NO CLUB
UA4LCH;UA4;2011;ASSISTED HIGH ALL;693600;637;425;1;0;217;187;232;0;12.5;NO CLUB
UA3VVB;UA3;2011;SINGLE-OP LOW ALL (T);691122;698;458;0;0;187;280;217;14;33.8;VLADIMIR RADIO CLUB
EI6JK;EI;2011;ASSISTED HIGH 40M;690931;627;419;0;0;627;0;0;0;25.4;NO CLUB
DM6DX;DL;2011;ASSISTED LOW 15M;688176;607;432;0;0;0;0;607;0;26.6;BAVARIAN CONTEST CLUB
SE6Y;SM;2011;SINGLE-OP HIGH ALL;685698;709;447;0;75;205;229;186;14;25.2;SK6AW HISINGENS RADIOKLUBB
N2FF;W2;2011;ASSISTED LOW ALL (T);683514;599;414;0;0;62;190;264;83;21.2;ORDER OF BOILED OWLS OF NEW YORK
ES2BH;ES;2011;ASSISTED HIGH ALL;682774;693;487;0;13;132;378;166;4;28.1;NO CLUB
KU2M;W2;2011;SINGLE-OP LOW ALL;681720;576;390;0;31;126;133;230;56;14.0;NO CLUB
N4DJ;W4;2011;ASSISTED HIGH ALL;680616;590;411;0;28;90;149;274;49;13.4;POTOMAC VALLEY RADIO CLUB
KI6VC;W6;2011;SINGLE-OP HIGH ALL;679053;955;461;1;14;75;406;420;39;24.0;SOUTHERN CALIFORNIA CONTEST CLUB
OK1UG;OK;2011;ASSISTED LOW 40M;677376;628;448;0;0;628;0;0;0;32.6;NO CLUB
RU4AA;UA4;2011;SINGLE-OP LOW ALL;675745;752;449;65;196;142;145;198;6;17.3;NO CLUB
K6HNZ;W6;2011;SINGLE-OP HIGH 20M;675605;786;485;0;0;0;786;0;0;30.9;NO CLUB
OQ4B;ON;2011;ASSISTED HIGH 15M (T);674620;624;445;0;0;0;0;624;0;25.2;RHEIN RUHR DX ASSOCIATION
EA1IR;EA;2011;SINGLE-OP HIGH 15M;674310;690;455;0;0;0;0;690;0;14.5;NO CLUB
OH6M;OH;2011;ASSISTED HIGH 40M;673623;609;409;0;0;609;0;0;0;11.1;NO CLUB
ES1LS;ES;2011;SINGLE-OP LOW ALL;669263;744;469;0;58;157;329;182;18;32.4;NO CLUB
WL7O;KL;2011;SINGLE-OP HIGH 40M;667756;505;278;0;0;505;0;0;0;15.8;NO CLUB
DB2B;DL;2011;SINGLE-OP HIGH 80M;667306;708;458;0;708;0;0;0;0;31.5;RHEIN RUHR DX ASSOCIATION
LY2AE;LY;2011;SINGLE-OP HIGH ALL (T);665910;681;441;0;111;184;162;194;30;29.5;LITHUANIAN CONTEST GROUP
LY2SA;LY;2011;ASSISTED LOW ALL;665280;615;440;44;119;139;145;117;51;19.4;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
A65CA;A6;2011;ASSISTED LOW ALL (T);663480;576;388;0;0;59;195;129;193;24.8;NO CLUB
OO7W;ON;2011;ASSISTED LOW ALL;663156;741;468;0;132;243;215;143;8;36.0;NO CLUB
UY8IO;UR;2011;SINGLE-OP HIGH ALL;662972;710;428;0;94;230;212;174;0;32.0;NO CLUB
RW9QC;UA9;2011;ASSISTED LOW ALL;661521;547;357;19;70;83;236;138;1;35.5;URAL CONTEST GROUP
DF2TT;DL;2011;ASSISTED HIGH ALL (T);661164;602;476;0;78;85;192;196;51;25.1;BAVARIAN CONTEST CLUB
B5B;BY;2011;MULTI-SINGLE HIGH;658577;739;389;0;0;204;201;319;15;26.6;NO CLUB
DQ0A;DL;2011;SINGLE-OP LOW ALL (T);658112;702;452;4;239;213;86;157;3;27.2;RHEIN RUHR DX ASSOCIATION
F4FFZ;F;2011;SINGLE-OP LOW ALL (T);656370;681;459;5;64;97;182;287;46;29.9;LES NOUVELLES DX
NP2X;KP2;2011;SINGLE-OP HIGH ALL;654240;684;376;0;0;71;118;104;391;7.1;FLORIDA CONTEST GROUP
WE9V;W9;2011;SINGLE-OP HIGH 15M;654164;643;427;0;0;0;0;643;0;11.2;SOCIETY OF MIDWEST CONTESTERS
EA8BQM;EA8;2011;SINGLE-OP LOW ALL;653752;577;374;0;3;24;39;238;273;27.1;CANARY ISLANDS DX SOCIETY
DL1OLI;DL;2011;ASSISTED HIGH ALL (T);653650;618;425;0;3;88;190;273;64;27.2;RHEIN RUHR DX ASSOCIATION
KS1J;W1;2011;ASSISTED LOW ALL;652460;579;404;0;0;13;201;281;84;14.6;CTRI CONTEST GROUP
AY0DX;LU;2011;SINGLE-OP LOW ALL (T);651964;643;389;0;0;3;108;208;324;16.6;LU CONTEST GROUP
VE3TW;VE3;2011;SINGLE-OP LOW ALL (T);651105;587;371;5;24;97;207;202;52;21.5;CONTEST CLUB ONTARIO
DU1LC;DU;2011;SINGLE-OP LOW ALL;648351;611;333;0;0;140;215;256;0;26.1;NO CLUB
UC0A;UA0;2011;ASSISTED HIGH 20M;648000;555;432;0;0;0;555;0;0;17.9;NO CLUB
K2PO/7;W7;2011;SINGLE-OP LOW ALL;647612;726;404;25;107;102;132;317;43;25.8;WILLAMETTE VALLEY DX CLUB
WD8EOL;W8;2011;SINGLE-OP HIGH ALL;647390;627;410;0;5;90;226;229;77;30.7;NO CLUB
K3IE/4;W4;2011;ASSISTED HIGH ALL (T);642942;590;414;2;23;61;133;272;99;18.2;ALABAMA CONTEST GROUP
F5POJ;F;2011;SINGLE-OP HIGH ALL;642410;697;454;22;54;106;271;204;40;17.1;LES NOUVELLES DX
XV1X;3W;2011;ASSISTED HIGH ALL;639324;712;413;0;0;27;66;356;263;18.6;NO CLUB
EA3GHZ;EA;2011;SINGLE-OP LOW ALL;639080;837;520;0;0;0;517;239;81;13.4;NO CLUB
RZ9CJ;UA9;2011;ASSISTED LOW ALL (T);638844;544;383;0;27;54;351;111;1;19.0;NO CLUB
EA7HLU;EA;2011;SINGLE-OP LOW ALL;638457;906;487;0;35;90;100;532;149;31.0;NO CLUB
WA8FRE;W8;2011;SINGLE-OP HIGH ALL;637960;690;410;0;0;236;199;171;84;21.7;NO CLUB
SP9AQF;SP;2011;ASSISTED LOW ALL;637259;619;413;56;125;132;213;33;60;25.6;NO CLUB
SM3C;SM;2011;SINGLE-OP LOW 40M;637259;533;413;0;0;533;0;0;0;33.9;NO CLUB
K7XC;W7;2011;ASSISTED HIGH ALL;636813;554;409;0;0;109;182;209;54;16.3;NORTHERN CALIFORNIA CONTEST CLUB
KI4TZ;W4;2011;ASSISTED HIGH 15M;636795;589;445;0;0;0;0;589;0;23.1;CAROLINA DX ASSOCIATION
NJ6P;W6;2011;SINGLE-OP HIGH 20M;635401;829;481;0;0;0;829;0;0;25.1;NO CLUB
OH3FOG;OH;2011;ASSISTED LOW ALL (R);634476;667;444;11;52;163;291;145;5;33.4;NO CLUB
N1IBM/2;W2;2011;ASSISTED HIGH ALL (T);633360;537;390;2;3;81;182;213;56;22.2;FRANKFORD RADIO CLUB
SV2GJV;SV;2011;SINGLE-OP HIGH ALL;632000;672;395;101;248;323;0;0;0;16.4;NO CLUB
AA6PW;W6;2011;SINGLE-OP HIGH ALL;631618;799;442;0;71;97;214;412;5;16.1;SOUTHERN CALIFORNIA CONTEST CLUB
NT2I;W2;2011;SINGLE-OP LOW ALL;630540;621;372;0;72;215;168;154;12;28.4;HUDSON VALLEY CONTESTERS AND DXERS
DM0B;DL;2011;SINGLE-OP LOW ALL;627696;588;432;0;34;360;36;102;56;8.0;BAVARIAN CONTEST CLUB
